"STATE_CD","OWN_CD","OWN_ID","ACRES_TOTAL","ACRES_FOREST","ACRES_NONFOREST","RESPONSE_PROPENSITY","Y_1","Y_2","Y_3","ACRES","LAND_USE","POINT_COUNT"
"55","32","516115",258060.537768191,247111.751830705,10948.7859374864,NA,NA,NA,NA,247111.751830705,1,15
"55","31","1950644",1470.74477197688,1265.5499712599,205.194800716984,NA,NA,NA,NA,205.194800716984,2,1
"55","41","1890161",1859.7858220392,1181.58961627477,678.196205764425,NA,NA,NA,NA,1181.58961627477,1,1
"55","45","116551",83.9261276628322,17.31577894484,66.6103487179923,0.69375561340712,1,1,50.8017275509037,66.6103487179923,2,1
"55","45","1704034",80.7698618468849,53.9739146053819,26.795947241503,0.61147486558184,1,0,66.0556544936052,53.9739146053819,1,1
"55","45","1000898",192.646968991134,5.98642057364019,186.660548417494,0.497308083809912,0,0,61.3970324066807,186.660548417494,2,1
"55","45","1205155",102.927627474647,10.5744629856457,92.3531644890012,0.377336816163734,1,0,61.64998839102,92.3531644890012,2,1
"55","45","281373",20.00878213796,12.731313180044,7.27746895791596,0.612089449539781,0,0,60.8681925499708,12.731313180044,1,1
"55","31","2215274",33559.7704623138,31537.3672972249,2022.40316508896,NA,NA,NA,NA,31537.3672972249,1,4
"55","45","999851",60.0838590200641,58.5338900533708,1.54996896669331,0.730773363029584,0,0,63.8321067192786,58.5338900533708,1,1
"55","45","2098188",63.5421539991366,63.5421539991366,0,0.841466166311875,1,1,54.0374604752003,63.5421539991366,1,1
"55","45","1637097",30.0675456413151,18.1301133327592,11.9374323085559,0.562407203717157,1,0,51.517909999402,18.1301133327592,1,1
"55","45","205366",34.0372236397492,34.0372236397492,0,0.941312734503299,1,0,64.5588345653949,34.0372236397492,1,1
"55","45","577344",386.60590952941,194.151852426726,192.454057102684,0.844723844900727,0,1,72.4248245144801,194.151852426726,1,1
"55","99","1566978",439.189670359414,150.254234516766,288.935435842648,NA,NA,NA,NA,288.935435842648,2,1
"55","45","2121810",38.6194086721288,6.43271005026817,32.1866986218606,0.0043727399315685,1,0,72.2726684523283,32.1866986218606,2,1
"55","41","602296",195.511416435528,110.241881180099,85.269535255429,NA,NA,NA,NA,85.269535255429,2,1
"55","10","1147492",132554.703897655,131457.212747468,1097.49115018638,NA,NA,NA,NA,131457.212747468,1,8
"55","45","1215036",74.1456092149669,34.8358519340491,39.3097572809178,0.467781482962891,0,0,59.0708867167413,34.8358519340491,1,1
"55","45","1124843",373.472377314513,93.4773625442224,279.99501477029,0.664841036312282,1,1,67.6410586029516,279.99501477029,2,1
"55","45","610360",98.6284385475479,55.9276738469879,42.7007647005599,0.846219765022397,0,0,74.0577697831831,42.7007647005599,2,1
"55","32","537149",51997.2309491643,50509.111716006,1488.11923315833,NA,NA,NA,NA,50509.111716006,1,2
"55","45","1576900",17.4765645105523,1.10690907882968,16.3696554317226,0.991560856346041,0,0,57.1757706442686,16.3696554317226,2,1
"55","45","421914",101.057067500261,101.057067500261,0,0.208366566337645,0,1,60.2518839885711,101.057067500261,1,1
"55","45","494294",117.182851695589,43.601497775702,73.5813539198871,0.900212588021532,1,0,58.6635990134055,43.601497775702,1,1
"55","45","1329104",422.616738454804,26.9147672715557,395.701971183249,0.465188827365637,1,0,57.295807917762,395.701971183249,2,1
"55","45","1287912",69.3963752461684,51.2157137683335,18.1806614778349,0.654982838314027,1,0,54.7816597817048,51.2157137683335,1,1
"55","41","1706472",12046.6378234779,11998.6150116928,48.0228117851607,NA,NA,NA,NA,11998.6150116928,1,1
"55","45","455758",149.015050147512,128.88273659227,20.1323135552416,0.725148713449016,0,1,57.5352090635176,128.88273659227,1,1
"55","45","863536",403.705691353418,401.710318540854,1.99537281256391,0.51233965344727,1,1,68.9180452206232,401.710318540854,1,1
"55","45","689495",36.254388358447,32.6926717258628,3.56171663258416,0.457795541267842,1,0,66.731984911526,32.6926717258628,1,1
"55","45","1085546",415.390766848223,9.10123485126549,406.289531996958,0.39497539610602,0,0,63.8605185820866,406.289531996958,2,1
"55","10","2126807",338025.007304511,334356.74722103,3668.26008348128,NA,NA,NA,NA,334356.74722103,1,16
"55","45","374625",282.609066269887,199.6462356851,82.9628305847868,0.69669083552435,1,1,66.8695705368608,199.6462356851,1,1
"55","45","429310",44.3561620283686,33.8039517010669,10.5522103273017,0.884108252357692,0,0,56.1033897473952,33.8039517010669,1,1
"55","45","339515",29.4732294741414,2.65592879851992,26.8173006756215,0.339857253944501,1,0,53.6878118938215,26.8173006756215,2,1
"55","45","310774",79.705761816597,43.1651758407981,36.5405859757989,0.428215608233586,1,0,69.7323981724107,36.5405859757989,2,1
"55","41","340931",191.891726097997,28.9938893838424,162.897836714155,NA,NA,NA,NA,162.897836714155,2,2
"55","41","694762",14053.1638508113,13884.6034173195,168.560433491736,NA,NA,NA,NA,13884.6034173195,1,2
"55","45","43302",9.27995093854932,0.470487449368426,8.80946348918089,NA,NA,NA,NA,8.80946348918089,2,1
"55","41","534930",11984.8894285533,997.88484528115,10987.0045832721,NA,NA,NA,NA,10987.0045832721,2,3
"55","45","236959",350.766970604739,123.780666124762,226.986304479977,0.196059786016122,0,0,47.6759475291585,226.986304479977,2,1
"55","45","191087",40.240007641002,40.240007641002,0,0.396773913875222,0,0,64.4246364240398,40.240007641002,1,1
"55","41","1294659",262.957922184678,60.2937374658797,202.664184718799,NA,NA,NA,NA,60.2937374658797,1,1
"55","41","529668",1133.65753049735,251.280448860458,882.377081636889,NA,NA,NA,NA,882.377081636889,2,1
"55","45","1582291",268.341845436785,78.2161542737151,190.12569116307,0.724910246906802,1,0,68.7785263045884,190.12569116307,2,1
"55","45","1786680",30.2917451525186,30.2917451525186,0,0.310851401183754,1,0,59.5122269464395,30.2917451525186,1,1
"55","45","2155968",258.76245222839,81.2345340372274,177.527918191162,0.651552404044196,1,0,48.7385639272953,177.527918191162,2,1
"55","31","1950654",412399.782075998,337058.366112956,75341.4159630418,NA,NA,NA,NA,337058.366112956,1,17
"55","45","455124",950.425420375613,676.006706802908,274.418713572705,0.315848318394274,1,1,81.1019302050249,274.418713572705,2,1
"55","32","1873933",104394.063751045,101967.4518344,2426.61191664543,NA,NA,NA,NA,101967.4518344,1,8
"55","45","392879",39.8576550429489,2.21935213678524,37.6383029061636,0.711851777043194,1,0,62.1204535243525,37.6383029061636,2,1
"55","42","285577",264.790658955829,193.274051747374,71.516607208455,NA,NA,NA,NA,193.274051747374,1,1
"55","45","1228988",38.2488787898096,30.5116541453752,7.73722464443439,0.972952327923849,1,0,65.7198135119163,30.5116541453752,1,1
"55","45","877307",321.329197389945,50.2265210448861,271.102676345059,0.0712060630321503,0,0,67.4147559481243,271.102676345059,2,1
"55","45","140594",176.738196105968,13.2958161129458,163.442379993022,0.733765597688034,0,0,63.2303791887422,163.442379993022,2,1
"55","45","495038",79.8783498333013,79.4375714852424,0.440778348058958,0.0879632059950382,0,1,72.1058560527216,79.4375714852424,1,1
"55","45","401642",26.663669871792,26.442325501462,0.221344370329969,0.907649546395987,1,0,54.8820583483567,26.442325501462,1,1
"55","45","233074",690.632378502584,167.026482938289,523.605895564296,0.0214338165242225,0,1,72.7092846409576,523.605895564296,2,1
"55","41","439875",3426.65236383711,375.368519477656,3051.28384435946,NA,NA,NA,NA,375.368519477656,1,1
"55","45","876299",24.5945677801509,9.11452890031807,15.4800388798328,0.78917024587281,0,0,63.1230976475477,9.11452890031807,1,1
"55","45","1736490",252.766615288204,19.106886242387,233.659729045817,0.420313199283555,0,0,59.8069759296953,233.659729045817,2,1
"55","45","2199566",124.117345152361,90.0180278851081,34.0993172672527,0.792374470969662,0,1,62.035269949187,90.0180278851081,1,1
"55","45","666277",26.176457695545,24.7178516080325,1.45860608751255,0.0415891332086176,1,0,64.1311078919878,24.7178516080325,1,1
"55","41","140102",271.355457526321,266.722251893695,4.63320563262624,NA,NA,NA,NA,266.722251893695,1,1
"55","45","887868",1.55199132631314,1.55199132631314,0,0.9426757437177,0,0,61.6667431268299,1.55199132631314,1,1
"55","45","2046495",23.5296321612772,23.3081653440238,0.221466817253394,0.140037083765492,1,0,69.5947689978272,23.3081653440238,1,1
"55","41","1234260",605.522072022053,181.080034384509,424.442037637544,NA,NA,NA,NA,424.442037637544,2,1
"55","41","920870",1001.90139912208,11.9623580545911,989.939041067487,NA,NA,NA,NA,989.939041067487,2,1
"55","32","2141319",35821.2863137951,34711.7827146018,1109.50359919324,NA,NA,NA,NA,34711.7827146018,1,2
"55","41","768717",19.756509931739,19.5359805693779,0.22052936236109,NA,NA,NA,NA,19.5359805693779,1,1
"55","99","1422289",675915.345874485,257000.938699687,418914.407174798,NA,NA,NA,NA,257000.938699687,1,11
"55","45","1660654",124.663145685496,20.2309603228423,104.432185362653,0.669992862967774,0,1,54.2529814081104,104.432185362653,2,1
"55","45","1051591",119.475207695101,53.9741429084001,65.5010647867012,0.072873632889241,1,0,75.2093339263548,53.9741429084001,1,1
"55","41","734697",11660.1639399962,11254.6807632741,405.483176722056,NA,NA,NA,NA,11254.6807632741,1,1
"55","45","1824119",532.199670529649,88.2442736410666,443.955396888582,0.561038773972541,0,1,67.2463819597125,443.955396888582,2,1
"55","32","292103",136115.366180305,128621.920509996,7493.44567030919,NA,NA,NA,NA,128621.920509996,1,9
"55","32","114351",173311.370659348,166772.857959801,6538.5126995473,NA,NA,NA,NA,166772.857959801,1,13
"55","45","793832",41.3449008655953,37.5868203240129,3.75808054158242,0.740401321090758,1,0,52.5097182832345,37.5868203240129,1,1
"55","45","737809",53.5370966360621,28.963357033412,24.5737396026501,0.346159998560324,1,0,59.6656118838301,24.5737396026501,2,1
"55","10","2123866",129660.944033725,128591.364061148,1069.57997257689,NA,NA,NA,NA,128591.364061148,1,5
"55","10","2123772",377025.067543506,371465.144685373,5559.92285813294,NA,NA,NA,NA,371465.144685373,1,20
"55","45","409599",82.3871784486402,32.8307143126609,49.5564641359793,0.224499955074862,0,0,56.784231608704,32.8307143126609,1,1
"55","42","2029676",2763.8061397812,912.070388311509,1851.7357514697,NA,NA,NA,NA,1851.7357514697,2,1
"55","99","1422289",675915.345874485,257000.938699687,418914.407174798,NA,NA,NA,NA,418914.407174798,2,15
"55","45","792603",80.3652362182745,67.0627508011818,13.3024854170927,0.559131272835657,0,1,55.1432812796957,67.0627508011818,1,1
"55","45","1200454",39.5523860442037,39.5523860442037,0,0.0764641934074461,0,0,69.4317281821533,39.5523860442037,1,1
"55","45","2147340",903.666341484006,223.309852659997,680.356488824009,0.31732795201242,1,1,74.1137264393899,680.356488824009,2,1
"55","45","1446515",75.6155078394718,68.7926481256187,6.82285971385307,0.0324340951628983,0,0,79.5729603130083,68.7926481256187,1,1
